Room type,Name,Descriptions,Rating,Price
Entire serviced apartment in Kuala Lumpur,Elias KL View Suite @ Times Square Bukit Bintang,"2 guests, 1 bedroom, 1 bed, 1.5 baths, Air conditioning",4.74,$19 per night
Entire rental unit in Seri Kembangan,SILK SKY BY JT SPACE3,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",5.0,$17 per night
Entire serviced apartment in Kuala Lumpur,Professional Suite★Sanitised ★ Wifi Netflix Ready,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.67,$19 per night
Entire condominium (condo) in Bukit Bintang,Roomy' business WFH (provide early check in)#1,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.75,$23 per night
Entire condominium (condo) in Kuala Lumpur,☆ BEST AREA IN KL ★ MODERN. COMPACT. HIGH FLOOR! ☆,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.95,$21 per night
Entire condominium (condo) in Kuala Lumpur,【Astoria Ampang】Kuala Lumpur Best Stay & Netflix,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",5.0,$35 per night
,,,,
Entire rental unit in Kuala Lumpur,"Comfort, Modern Design Studio/KLCC Infinity Pool","2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.91,$14 per night
Entire condominium (condo) in Batu 9 Cheras,Simfoni 2: Free Wifi; Parking; Netflix,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.83,$17 per night
Entire serviced apartment in Sri Hartamas,Luxury BestView Suite Near KLCITY Bathtub Netflix,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.95,$31 per night
Entire serviced apartment in Kuala Lumpur,Elias KL View Suite @ Times Square Bukit Bintang,"2 guests, 1 bedroom, 1 bed, 1.5 baths, Air conditioning",4.74,$19 per night
Entire loft in Petaling Jaya,RM50 Jungle Suite NOW !! One night only,"2 guests, Studio, 1 bed, 1.5 baths, Air conditioning",4.76,$12 per night
Entire rental unit in Seri Kembangan,SILK SKY BY JT SPACE3,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",5.0,$17 per night
Entire serviced apartment in Kuala Lumpur,Professional Suite★Sanitised ★ Wifi Netflix Ready,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.67,$19 per night
Entire condominium (condo) in Bukit Bintang,Roomy' business WFH (provide early check in)#1,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.75,$23 per night
Entire condominium (condo) in Kuala Lumpur,☆ BEST AREA IN KL ★ MODERN. COMPACT. HIGH FLOOR! ☆,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.95,$21 per night
Entire condominium (condo) in Kuala Lumpur,【Astoria Ampang】Kuala Lumpur Best Stay & Netflix,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",5.0,$35 per night
Entire rental unit in Kuala Lumpur,Fraser Residence KL 1BR High Speed internet,"3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Free parking, Kitchen",4.54,$43 per night
Entire condominium (condo) in i-City,I-soho I-city,"4 guests, 1 bedroom, 4 beds, 1.5 baths, Wifi, Air conditioning, Free parking, Kitchen",4.95,$17 per night
Entire condominium (condo) in Kuala Lumpur,W9 The Robertson 1B1R Bukit Bintang  KL (Balcony),"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.75,$31 per night
Entire rental unit in Kuala Lumpur,Studio I Wifi I Extended Stay & Staycation I,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.84,$38 per night
Entire condominium (condo) in Bukit Bintang,"S177 One Bedroom Deluxe Suite KLCC, Bukit Bintang","4 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen",4.24,$21 per night
Entire villa in Hulu Langat,Two Sungai Residence,"16 guests, 8 bedrooms, 12 beds, 7 baths, Wifi, Air conditioning, Free parking, Kitchen",4.85,$628 per night
Entire serviced apartment in Kuala Lumpur,#53F>InfinityPool LuxSuite#KLCCVIEW#1MinWalkKLCC,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.8,$34 per night
Entire condominium (condo) in Kuala Lumpur,KLCC NetflixWifi cozy studio Gleneagles embassy,"3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen",4.78,$16 per night
Entire condominium (condo) in Bukit Bintang,D'majestic Place by Homes Asian - King Suite.D134,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning",4.57,$18 per night
Entire serviced apartment in Balakong,🌟MOVIE PROJECTOR🌟SOHO Silk Sky Balakong/C180,"4 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",,$21 per night
,,,,
Entire condominium (condo) in Bukit Bintang,D'majestic Place by Homes Asian -One bedroom.D17,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.52,$23 per night
Entire rental unit in Kuala Lumpur,Fraser Residence KL 1BR High Speed internet,"3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Free parking, Kitchen",4.54,$43 per night
Entire condominium (condo) in Kuala Lumpur,W9 The Robertson 1B1R Bukit Bintang  KL (Balcony),"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.75,$31 per night
Entire condominium (condo) in Bukit Bintang,"S177 One Bedroom Deluxe Suite KLCC, Bukit Bintang","4 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen",4.24,$21 per night
Entire loft in Petaling Jaya,RM50 Jungle Suite NOW !! One night only,"2 guests, Studio, 1 bed, 1.5 baths, Air conditioning",4.76,$12 per night
Entire villa in Hulu Langat,Two Sungai Residence,"16 guests, 8 bedrooms, 12 beds, 7 baths, Wifi, Air conditioning, Free parking, Kitchen",4.85,$628 per night
Entire serviced apartment in Kuala Lumpur,#53F>InfinityPool LuxSuite#KLCCVIEW#1MinWalkKLCC,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.8,$34 per night
Entire condominium (condo) in Kuala Lumpur,KLCC NetflixWifi cozy studio Gleneagles embassy,"3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen",4.78,$16 per night
Entire condominium (condo) in Bukit Bintang,D'majestic Place by Homes Asian - King Suite.D134,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning",4.57,$18 per night
Entire rental unit in Kuala Lumpur,Traditional Ethnic Style Studio with Infinity Pool,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.86,$23 per night
Entire condominium (condo) in Kuala Lumpur,KLCC ALG COZY BUDGET Studio @ Arte+ Jalan Ampang,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.33,$16 per night
Entire rental unit in Kuala Lumpur,Dorsett.Rooftop Pool.Pavilion KLCC 1R1B  #D3,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.39,$29 per night
Entire condominium (condo) in Cheras,Simfoni 8: Free parking; Wifi & Netflix,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.83,$16 per night
Entire serviced apartment in Cheras,Simfoni 16 (2-4pax): Parking & Spacious Balcony,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.88,$17 per night
Entire serviced apartment in Kuala Lumpur,Long Term Package . 2 PAX STUDIO . RM80/NIGHT,"3 guests, 1 bedroom, 1 bath, Wifi, Air conditioning, Kitchen",4.0,$19 per night
Entire rental unit in Kuala Lumpur,Studio I Wifi I Extended Stay & Staycation I,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.84,$38 per night
Entire condominium (condo) in Petaling Jaya,【Sanitized】 700sf Empire Damansara Loft 1km - IKEA,"4 guests, 1 bedroom, 2 beds, 1.5 baths, Wifi, Air conditioning, Free parking, Kitchen",4.83,$31 per night
Entire condominium (condo) in Kuala Lumpur,Romantic Home for Couples - 5 mins to Mid Valley,"3 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.88,$22 per night
Entire condominium (condo) in Kuala Lumpur,Brand New Modern 1BR Designer Suite KL City Center,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.69,$32 per night
Entire serviced apartment in Kuala Lumpur,"350M TO KLCC,VORTEX HIGH FLOOR KLCC VIEW@BLACKNEST","6 guests, 3 bedrooms, 3 beds, 2 baths, Wifi, Air conditioning, Free parking, Kitchen",5.0,$11 per night
,,,,
Entire condominium (condo) in Kuala Lumpur,Romantic Home for Couples - 5 mins to Mid Valley,"3 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.88,$22 per night
Entire rental unit in Kuala Lumpur,Charming Private Studio Close to the KLCC,"2 guests, 1 bedroom, 1 bed, Half-bath, Wifi, Air conditioning, Free parking, Kitchen",4.93,$24 per night
Entire condominium (condo) in Batu 9 Cheras,"Simfoni 15: Free parking, wifi & queen size bed","2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.87,$17 per night
Entire rental unit in Kuala Lumpur,[NEW&LUXURY] Studio Suite Near KLCITY Show Unit,"4 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.92,$29 per night
Entire rental unit in Kuala Lumpur,Painting the Stripes of Life with Adventures,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.47,$21 per night
Entire condominium (condo) in Kuala Lumpur,*Luxury Studio@Summer Suites Walk to KLCC,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.48,$20 per night
Entire condominium (condo) in Petaling Jaya,"Bohomas Studio (SanitizedUnit)(NETFLIX,WIFI&MOVIE)","5 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen",4.79,$19 per night
Entire villa in Kuala Kubu Baru,"Pulaithree retreat, Kuala Kubu Bharu Heights","7 guests, 2 bedrooms, 6 beds, 2 baths, Air conditioning, Free parking, Kitchen",4.84,$220 per night
Entire condominium (condo) in Cyberjaya,Modern Eclectic Loft | KLIA l Cyberjaya | FreeWiFi,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.92,$36 per night
Entire condominium (condo) in Cheras,AppleHome 3 @ Menara Simfoni/King Bed/100Mbps Wifi,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.96,$19 per night
Entire rental unit in Kuala Lumpur,#53F>InfinityPool.LuxSuite#KLCCVIEW#1MinWalkKLCC,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.84,$34 per night
Entire condominium (condo) in Balakong,*Menara Simfoni@Balakong*STUDIO*highway View*Aeon,"3 guests, Studio, 1 bed, 1.5 baths, Wifi, Air conditioning, Free parking, Kitchen",4.82,$22 per night
Entire rental unit in Balakong,Big Balcony* FATMONKEY HOUSE #1 @Symphony Balakong,"2 guests, Studio, 1 bed, 1.5 baths, Wifi, Air conditioning, Free parking, Kitchen",4.75,$36 per night
Entire condominium (condo) in Cheras,Symphony suite 1@ balakong next to Amerin Mall,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.91,$22 per night
Entire serviced apartment in Kuala Lumpur,「HOT」 KLCC View Room ｜SmartTV｜SkyPool Staycation❣,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning",4.78,$32 per night
Entire condominium (condo) in Cheras,"Simfoni 10: Free Parking, wifi","2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.86,$17 per night
Entire rental unit in Kuala Lumpur,Studio I Wifi I Extended Stay & Staycation I WFH,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.61,$36 per night
Entire rental unit in Kuala Lumpur,Relive Your Childhood Dreams,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.67,$21 per night
Entire rental unit in Kuala Lumpur,Perfect for Work From Home with Balcony,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.83,$27 per night
Entire condominium (condo) in Petaling Jaya,Garden In The Sky (WiFi + Netflix + Self Check In),"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.61,$25 per night
,,,,
Entire condominium (condo) in Cyberjaya,"(Big Discount, Sanitized) Secret Garden Balcony","5 guests, 2 bedrooms, 3 beds, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.82,$31 per night
Entire serviced apartment in Kuala Lumpur,PETALZ@LUXURY RESORT SUITE CONDO Near to MIDVALLEY,"10 guests, 4 bedrooms, 7 beds, 3 baths, Wifi, Air conditioning, Free parking, Kitchen",5.0,$92 per night
Entire condominium (condo) in Petaling Jaya,"(NETFLIX) Loft and Main, Duplex Home by Flexihome","6 guests, Studio, 3 beds, 2 baths, Wifi, Air conditioning, Free parking, Kitchen",4.69,$54 per night
Entire condominium (condo) in Kuala Lumpur,WhiteForestSunset@The Robertson 1BR Netflix Couple,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.93,$39 per night
Entire condominium (condo) in Kuala Lumpur,The Ridge @KL East Studio Suite GreenView,"5 guests, 2 bedrooms, 3 beds, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.84,$37 per night
Entire condominium (condo) in Kuala Lumpur,⭐Hidden Gem of KL city centre! Luxury 2BR Getaway⭐,"4 guests, Studio, 2 beds, 2 baths, Wifi, Air conditioning, Free parking, Kitchen",,$39 per night
Entire residential home in Kuala Selangor,Sunset Homestay Pasir Penambang,"10 guests, 4 bedrooms, 7 beds, 3 baths, Air conditioning, Free parking, Kitchen",,$119 per night
Entire bungalow in Shah Alam,"Bungalow with pool & field
""A place you call home""","14 guests, 5 bedrooms, 8 beds, 4.5 baths, Wifi, Air conditioning, Free parking, Kitchen",4.77,$224 per night
Entire rental unit in Petaling Jaya,[HOT!] Lanai Relaxation over a Green Forest,"4 guests, Studio, 4 beds, 1.5 baths, Wifi, Air conditioning, Free parking, Kitchen",4.75,$29 per night
Entire serviced apartment in Petaling Jaya,N2 Rental 2 Hrs Duplex Whole Unit RM119!,"2 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Free parking, Kitchen",4.95,$28 per night
Entire villa in Ampang,1708 Cozy Bungalow with Private Pool @ Ampang KL,"16 guests, 5 bedrooms, 12 beds, 6 baths, Wifi, Air conditioning, Free parking, Kitchen",4.82,$255 per night
Entire condominium (condo) in Sungai Buloh,Sg Buloh Homestay w/Netflix Wifi Projector Parking,"3 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.76,$34 per night
Farm stay in Hulu Langat,Tanah Larwina Retreat.,"8 guests, Studio, 4 beds, 5 baths, Free parking, Kitchen",4.94,$411 per night
Entire condominium (condo) in Melaka,✦ATTIC✦Modern Couple's Studio @ MLK Town [NETFLIX],"2 guests, Studio, 1 bed, 1.5 baths, Wifi, Air conditioning, Free parking, Kitchen",,$33 per night
Entire loft in Kuala Lumpur,回到过去Back To Future,"6 guests, 1 bedroom, 3 beds, 2 baths, Wifi, Air conditioning, Free parking, Kitchen",4.9,$32 per night
Entire serviced apartment in Sri Hartamas,Luxury BestView Suite Near KLCITY Bathtub Netflix,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.95,$31 per night
Entire serviced apartment in Kuala Lumpur,Majestic Idol Suite by 49 Lodge Penthouse,"8 guests, 3 bedrooms, 4 beds, 3 baths, Wifi, Air conditioning, Kitchen",3.86,$106 per night
Entire condominium (condo) in Kuala Lumpur,New. Designer. 3BR. Hi-Speed Wifi. Netflix.,"6 guests, 3 bedrooms, 3 beds, 2 baths, Wifi, Air conditioning, Free parking, Kitchen",,$37 per night
Entire residential home in Sepang,Mawar Impian Homestay,"10 guests, 4 bedrooms, 0 beds, 3 baths, Air conditioning, Free parking, Kitchen",,$48 per night
Entire rental unit in Kuala Lumpur,#2br53fInfinityPool LuxSuite#KLCCVIEW#1MinWalkKLCC,"4 guests, 2 bedrooms, 2 beds, 2 baths, Wifi, Air conditioning, Free parking, Kitchen",5.0,$52 per night
,,,,
Entire loft in Cyberjaya,"TamarindSuitesKing[LOFT 
unit] #niceview#selfentry","5 guests, 1 bedroom, 3 beds, 1.5 baths, Wifi, Air conditioning, Free parking, Kitchen",4.81,$25 per night
Entire rental unit in Bukit Bintang,D'majestic Place by Homes Asian - Twin Suite.D129,"3 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning",4.68,$16 per night
Entire townhouse in Kuala Lumpur,Courtyard House + Private Pool (10 beds),"10 guests, 4 bedrooms, 10 beds, 5 baths, Wifi, Air conditioning, Kitchen",4.65,$179 per night
Entire condominium (condo) in Batu 9 Cheras,"Simfoni 14: WIFI, City view, free parking","2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.88,$18 per night
Entire condominium (condo) in Kuala Lumpur,ExpressionZ - 1 Bedroom Studio KLCC View - Netflix,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking",4.95,$22 per night
Entire condominium (condo) in Kuala Lumpur,*Balcony Suite* Warm & Cozy 1BR Aprt Bukit Bintang,"5 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.69,$32 per night
Entire loft in Petaling Jaya,Cozy【Totoro Loft 】@ Damansara with WiFi & Netflix,"4 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Free parking, Kitchen",4.64,$32 per night
Entire serviced apartment in Kuala Lumpur,"KL3, 1BR with 100mbps at KL Bukit Bintang (3 pax)","3 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.79,$31 per night
Entire condominium (condo) in Bukit Bintang,One Bukit Ceylon by Homes Asian - Deluxe.i01,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.54,$25 per night
Entire serviced apartment in KUALA LUMPUR,4🌟 Lux Apmt-Mont Kiara-Publika-Dorsett Residences,"2 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen",4.73,$25 per night
Entire condominium (condo) in Kuala Lumpur,KLCC View | Studio | Infinity Pool | Netflix,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning",4.97,$24 per night
Entire serviced apartment in Kuala Lumpur,"KL Sentral Bangsar EST, Loft Suite","4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",5.0,$28 per night
Entire condominium (condo) in Balakong,Apple Home 2@ Menara Simfoni/King Bed/100Mbps Wifi,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.96,$19 per night
Room in serviced apartment in Kuala Lumpur,#4 SOLO Room @ HUT Co-Living KLCC | 500 Mbps WiFi,"1 guest, 1 bedroom, 1 bed, 1 private bath, Wifi, Air conditioning, Kitchen",3.67,$10 per night
Entire rental unit in Kuala Lumpur,1★PWTC★ Internet 500MB/s ★ Washer★ Netflix,"5 guests, Studio, 4 beds, 1 bath, Wifi, Air conditioning, Kitchen",4.63,$16 per night
Entire rental unit in Petaling Jaya,Moodbox Halo Sunday Studio [Wi-Fi/Netflix/WFH],"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.88,$22 per night
Entire condominium (condo) in Petaling Jaya,"SEDAYU STUDIO (SanitizedUnit)(NETFLIX,WIFI&MOVIE)","6 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen",4.87,$24 per night
Entire guesthouse in Selangor,"WoodCation
No AC, equipped with ceiling/vent fans","3 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Free parking, Kitchen",4.56,$13 per night
Entire apartment in Kuala Lumpur,Chic Studio Suite @ KL City l Netflix l WiFi,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking",,$24 per night
Entire condominium (condo) in Kuala Lumpur,WhiteForestPiazza@The Robertson- Balcony- Netflix,"6 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.89,$37 per night
,,,,
Entire condominium (condo) in Bukit Bintang,One Bukit Ceylon by Homes Asian - Deluxe.i01,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.54,$25 per night
Entire serviced apartment in KUALA LUMPUR,4🌟 Lux Apmt-Mont Kiara-Publika-Dorsett Residences,"2 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen",4.73,$25 per night
Entire condominium (condo) in Kuala Lumpur,KLCC View | Studio | Infinity Pool | Netflix,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning",4.97,$24 per night
Entire serviced apartment in Kuala Lumpur,"KL Sentral Bangsar EST, Loft Suite","4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",5.0,$28 per night
Entire condominium (condo) in Balakong,Apple Home 2@ Menara Simfoni/King Bed/100Mbps Wifi,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.96,$19 per night
Entire villa in Kuala Kubu Baru,"Breathtaking Hilltop View, Sky Villa by iO Home","10 guests, 2 bedrooms, 3 beds, 2 baths, Air conditioning, Free parking, Kitchen",4.88,$317 per night
Entire apartment in Kuala Lumpur,Chic Studio Suite @ KL City l Netflix l WiFi,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking",,$24 per night
Entire condominium (condo) in Cyberjaya,"(Big Discount, Sanitized) Balcony Home Theater","4 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.75,$22 per night
Entire condominium (condo) in Kuala Lumpur,"1314 studio, the elements, ampang, near KLCC, pool","2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.49,$15 per night
Entire condominium (condo) in Cyberjaya,"Chill Studio in Shaftsbury, Cyberjaya by Flexihome","2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.39,$22 per night
Entire loft in Kuala Lumpur,Kuala Lumpur |The Scott Garden Suite with Balcony!,"4 guests, 1 bedroom, 1 bed, 2 baths, Wifi, Air conditioning, Free parking, Kitchen",4.59,$29 per night
Entire rental unit in Kuala Lumpur,Summer Vibes over the Stepping Stones,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen",4.86,$22 per night
Entire condominium (condo) in Damansara Perdana,Empire Damansara 700sf Duplex 2km to One Utama,"4 guests, 1 bedroom, 3 beds, 1.5 baths, Wifi, Air conditioning, Free parking, Kitchen",4.87,$30 per night
Entire serviced apartment in Kuala Lumpur,Minimalist Studio Suite by HUT l WiFi l Netflix,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning",4.0,$19 per night
Entire condominium (condo) in Balakong,Simfoni 17: Free Parking; Netflix & Wifi,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.78,$18 per night
Entire rental unit in Kuala Lumpur,Sipping Afternoon Tea in the Relaxing Touches,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.8,$20 per night
Entire condominium (condo) in Kuala Lumpur,KL Studio Infinity Sky Pool Nearby KL City Netflix,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning",4.97,$23 per night
Entire serviced apartment in Kuala Lumpur,KL Brand New Home @ Live on the Top Midvalley,"3 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.67,$16 per night
Entire condominium (condo) in Selangor,Cozy Home Studio @ SK Equine Wi-Fi | Netflix,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.97,$20 per night
Entire condominium (condo) in Kuala Lumpur,Elegance is the Only Beauty that Never Fades,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen",,$29 per night
,,,,
Entire guesthouse in Rawang,Templer Park Rainforest Retreat - Villa,"16 guests, 4 bedrooms, 10 beds, 4 baths, Wifi, Air conditioning, Free parking, Kitchen",4.76,$256 per night
Entire residential home in Tanjong Sepat,Corner 3BR Landed@Bagan Lalang Beach (Netflix),"8 guests, 3 bedrooms, 5 beds, 2 baths, Wifi, Air conditioning, Free parking, Kitchen",4.33,$61 per night
Entire condominium (condo) in Kuala Lumpur,Insta-worthy Private Condo + Free 2 Parkings 中文房东,"6 guests, 3 bedrooms, 4 beds, 2.5 baths, Wifi, Air conditioning, Free parking, Kitchen",3.89,$47 per night
Entire residential home in Kuala Lumpur,【Holistay】NEW! 15Pax 6RoomsI 6km KLCC I喜庆屋I 会议 I聚会,"16 guests, 6 bedrooms, 12 beds, 3 baths, Wifi, Air conditioning, Free parking, Kitchen",4.85,$74 per night
Entire rental unit in Kuala Lumpur,Ancient Loft House - China Theme@ KL Bukit Bintang,"10 guests, 3 bedrooms, 5 beds, 2.5 baths, Wifi, Air conditioning, Kitchen",,$154 per night
Entire condominium (condo) in Kuala Lumpur,SecretBase Karaoke Movie Night Ekocheras,"4 guests, 1 bedroom, 2 beds, 1.5 baths, Wifi, Air conditioning, Free parking, Kitchen",,$66 per night
Entire bungalow in Selangor,Semenyih  Colour Art Homestay,"16 guests, 3 bedrooms, 5 beds, 3 baths, Wifi, Air conditioning, Free parking, Kitchen",4.81,$81 per night
Entire residential home in Serendah,Serendah River Retreat - Brickhouse,"16 guests, 6 bedrooms, 18 beds, 8 baths, Wifi, Air conditioning, Free parking, Kitchen",4.93,$416 per night
Entire serviced apartment in Kuala Lumpur,LUX 18 Sanitized Condo (8 bed) Mall & 5* pool/gym,"10 guests, 3 bedrooms, 5 beds, 2 baths, Wifi, Air conditioning, Free parking, Kitchen",4.77,$42 per night
Entire rental unit in Cyberjaya,PROMO @ Tamarind Vectoria Homes | NETFLIX | WIFI,"3 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.78,$26 per night
Entire condominium (condo) in Cyberjaya,Home Sweet Home With Art Gallery,"5 guests, 2 bedrooms, 2 beds, 2 baths, Wifi, Air conditioning, Free parking, Kitchen",4.65,$37 per night
Entire condominium (condo) in Shah Alam,iCity QueenSuite DayStay 9am~Balcony~150Mbps~1CP,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Free parking, Kitchen",4.92,$28 per night
Entire loft in Kuala Lumpur,欢乐时光，Gathering smoking party the scott garden,"5 guests, 1 bedroom, 2 beds, 2 baths, Wifi, Air conditioning, Free parking, Kitchen",4.76,$39 per night
